Namespace(att_size=312, batch_size=64, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='CUB', drop_rate=0.2, fusion_iter=3, gzsl=True, hfSize=512, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=None, matdataset=True, nclass_all=200, dis_hu=4096, nepoch=100, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', gen_hu=4096, ngpu=1, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=312, outf='./checkpoint/', outname='cub', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=3, r_weight=1, res_size=2048, save_every=100, standardization=False, start_epoch=0, syn_num=800, triple_batch_size=128, val_every=1, validation=False, workers=2)
Random Seed:  628
# of training samples:  7057
MLP_G(
  (fc1): Linear(in_features=624, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2360, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_3HL_Dropout_FR(
  (fc1): Linear(in_features=512, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=312)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
MLP_Dropout_Fusion(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (drop): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  F_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /100 ]    | -2.1647  | -0.3059  |  0.3708  |  0.7604  |     2.3147      |    0.0392    |   0.3232   | 0.0700  |
[ 2  /100 ]    | -2.1882  | -0.2662  |  0.1645  |  0.7907  |     2.2898      |    0.1081    |   0.2316   | 0.1474  |
[ 3  /100 ]    | -1.7455  | -0.2056  |  0.1066  |  0.7853  |     1.8381      |    0.1822    |   0.3315   | 0.2352  |
[ 4  /100 ]    | -1.5903  | -0.1156  |  0.0104  |  0.7973  |     1.6604      |    0.2165    |   0.4570   | 0.2938  |
[ 5  /100 ]    | -1.2815  |  0.1368  |  0.0513  |  0.8056  |     1.3273      |    0.2702    |   0.4332   | 0.3328  |
[ 6  /100 ]    | -1.2358  |  0.0963  |  0.1631  |  0.8434  |     1.2802      |    0.2766    |   0.4892   | 0.3534  |
[ 7  /100 ]    | -1.1670  |  0.2973  |  0.0715  |  0.8498  |     1.2152      |    0.3226    |   0.4821   | 0.3865  |
[ 8  /100 ]    | -1.0418  |  0.3685  |  0.0584  |  0.8426  |     1.0824      |    0.3326    |   0.5190   | 0.4054  |
[ 9  /100 ]    | -1.1208  |  0.4228  |  0.0826  |  0.8513  |     1.1655      |    0.3438    |   0.5404   | 0.4203  |
[ 10 /100 ]    | -1.0580  |  0.4166  |  0.0347  |  0.8536  |     1.1007      |    0.3606    |   0.5254   | 0.4276  |
[ 11 /100 ]    | -1.0783  |  0.3815  |  0.1005  |  0.8499  |     1.1196      |    0.3637    |   0.5263   | 0.4301  |
[ 12 /100 ]    | -1.0795  |  0.4155  |  0.0603  |  0.8544  |     1.1371      |    0.3558    |   0.5283   | 0.4252  |
[ 13 /100 ]    | -0.9938  |  0.2491  |  0.0036  |  0.8524  |     1.0185      |    0.3777    |   0.5151   | 0.4358  |
[ 14 /100 ]    | -0.9924  |  0.1355  |  0.0303  |  0.8594  |     1.0258      |    0.3700    |   0.5266   | 0.4346  |
[ 15 /100 ]    | -0.9516  |  0.5050  |  0.0086  |  0.8749  |     0.9988      |    0.3977    |   0.5003   | 0.4432  |
[ 16 /100 ]    | -0.9899  | -0.0252  |  0.0571  |  0.8546  |     1.0406      |    0.3976    |   0.5128   | 0.4479  |
[ 17 /100 ]    | -1.0140  |  0.0112  |  0.0169  |  0.8653  |     1.0426      |    0.4036    |   0.5025   | 0.4476  |
[ 18 /100 ]    | -0.8753  | -0.1457  |  0.0283  |  0.8669  |     0.9062      |    0.4030    |   0.5001   | 0.4463  |
[ 19 /100 ]    | -0.9650  | -0.2671  |  0.0000  |  0.8578  |     1.0004      |    0.4135    |   0.5143   | 0.4584  |
[ 20 /100 ]    | -0.9063  | -0.6345  |  0.0398  |  0.8573  |     0.9407      |    0.4167    |   0.4970   | 0.4533  |
[ 21 /100 ]    | -0.9334  | -0.5401  |  0.0465  |  0.8569  |     0.9625      |    0.4166    |   0.5041   | 0.4562  |
[ 22 /100 ]    | -0.9044  | -0.6317  |  0.0612  |  0.8703  |     0.9430      |    0.4286    |   0.5027   | 0.4627  |
[ 23 /100 ]    | -0.8709  | -0.7724  |  0.0019  |  0.8842  |     0.9064      |    0.4265    |   0.4998   | 0.4602  |
[ 24 /100 ]    | -0.8953  | -0.9304  |  0.0265  |  0.8700  |     0.9415      |    0.4193    |   0.5125   | 0.4613  |
[ 25 /100 ]    | -0.8544  | -0.9161  |  0.1532  |  0.8645  |     0.8905      |    0.4265    |   0.5093   | 0.4643  |
[ 26 /100 ]    | -0.8907  | -0.7494  |  0.0279  |  0.8600  |     0.9296      |    0.4223    |   0.5196   | 0.4659  |
[ 27 /100 ]    | -0.9486  | -1.0691  |  0.0051  |  0.8714  |     1.0080      |    0.4133    |   0.5212   | 0.4610  |
[ 28 /100 ]    | -0.8652  | -0.9380  |  0.0136  |  0.8826  |     0.9109      |    0.4199    |   0.5179   | 0.4638  |
[ 29 /100 ]    | -0.8602  | -1.2386  |  0.0166  |  0.8695  |     0.8880      |    0.4316    |   0.5107   | 0.4679  |
[ 30 /100 ]    | -1.0062  | -1.3165  |  0.0589  |  0.8816  |     1.0529      |    0.4456    |   0.5180   | 0.4791  |
[ 31 /100 ]    | -0.9352  | -1.4219  |  0.0466  |  0.8776  |     0.9942      |    0.4278    |   0.5172   | 0.4682  |
[ 32 /100 ]    | -0.8944  | -1.3550  |  0.0113  |  0.8579  |     0.9290      |    0.4196    |   0.5277   | 0.4675  |
[ 33 /100 ]    | -0.9902  | -1.3739  |  0.0472  |  0.8801  |     1.0168      |    0.4383    |   0.5260   | 0.4781  |
[ 34 /100 ]    | -1.0274  | -1.4441  |  0.0178  |  0.8831  |     1.0854      |    0.4367    |   0.5240   | 0.4764  |
[ 35 /100 ]    | -1.0180  | -1.3704  |  0.0000  |  0.8752  |     1.0795      |    0.4348    |   0.5391   | 0.4813  |
[ 36 /100 ]    | -0.9071  | -1.3535  |  0.0596  |  0.8868  |     0.9647      |    0.4391    |   0.5456   | 0.4866  |
